source_id,source_name,source_kind,source_x,source_y,target_id,target_name,target_kind,target_x,target_y,cityEdges,npcCityEdges,source_observed_screen
1004010,괴리,성지,413,292,1004040,로수성,성지,549,289,1,1,0
1004010,괴리,성지,413,292,1005010,상락,성지,550,493,1,1,0
1004010,괴리,성지,413,292,1007010,남전,성지,537,381,1,1,0
1004010,괴리,성지,413,292,1008010,진창,성지,307,295,1,1,0
1004020,무공,성지,475,260,1004040,로수성,성지,549,289,1,1,0
1004040,로수성,성지,549,289,1007010,남전,성지,537,381,1,1,0
1005010,상락,성지,550,493,1005020,정현,성지,633,554,1,1,0
1005010,상락,성지,550,493,1005030,상현,성지,620,455,1,1,0
1005010,상락,성지,550,493,1007010,남전,성지,537,381,1,1,0
1005010,상락,성지,550,493,1009010,신풍,성지,442,457,1,1,0
1005020,정현,성지,633,554,1005030,상현,성지,620,455,1,1,0
1005030,상현,성지,620,455,1007010,남전,성지,537,381,1,1,0
1101010,수춘,성지,1119,1145,1108010,하채,성지,1056,1066,1,1,0
1101010,수춘,성지,1119,1145,1109010,종리현,성지,1203,1210,1,1,0
1102010,양국,성지,951,1017,1102020,오소,성지,878,932,1,1,0
1102010,양국,성지,951,1017,1102040,몽현,성지,883,1039,1,1,0
1102010,양국,성지,951,1017,1103010,소현,성지,1098,1237,1,1,0
1102010,양국,성지,951,1017,1106010,풍국,성지,948,1138,1,1,0
1102010,양국,성지,951,1017,1108010,하채,성지,1056,1066,1,1,0
1102020,오소,성지,878,932,1102040,몽현,성지,883,1039,1,1,0
1102040,몽현,성지,883,1039,1106010,풍국,성지,948,1138,1,1,0
1103010,소현,성지,1098,1237,1103020,패현,성지,1019,1277,1,1,0
1103010,소현,성지,1098,1237,1103030,공구,성지,951,1245,1,1,0
1103010,소현,성지,1098,1237,1106010,풍국,성지,948,1138,1,1,0
1103010,소현,성지,1098,1237,1109010,종리현,성지,1203,1210,1,1,0
1103020,패현,성지,1019,1277,1103030,공구,성지,951,1245,1,1,0
1103030,공구,성지,951,1245,1106010,풍국,성지,948,1138,1,1,0
1104010,초현,성지,994,959,1104020,진류,성지,956,859,1,1,0
1104010,초현,성지,994,959,1104040,진현,성지,1042,903,1,1,0
1104010,초현,성지,994,959,1105010,합비,성지,1209,1102,1,1,0
1104010,초현,성지,994,959,1107010,신현,성지,1122,974,1,1,0
1104010,초현,성지,994,959,1108010,하채,성지,1056,1066,1,1,0
1104020,진류,성지,956,859,1104040,진현,성지,1042,903,1,1,0
1104040,진현,성지,1042,903,1107010,신현,성지,1122,974,1,1,0
1105010,합비,성지,1209,1102,1105020,소요진,성지,1238,1027,1,1,1
1105010,합비,성지,1209,1102,1105030,수현,성지,1226,952,1,1,0
1105010,합비,성지,1209,1102,1107010,신현,성지,1122,974,1,1,0
1105010,합비,성지,1209,1102,1109010,종리현,성지,1203,1210,1,1,0
1105020,소요진,성지,1238,1027,1105030,수현,성지,1226,952,1,1,1
1105030,수현,성지,1226,952,1107010,신현,성지,1122,974,1,1,0
