category,id,name,before_x,before_y,after_x,after_y,dx,dy,raw_at_marker,grade,evidence
fortresses,40001230,성채,1139,425,1139,425,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001240,성채,1143,429,1143,429,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001270,성채,1168,422,1168,422,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001280,성채,1169,428,1169,428,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001290,성채,1182,398,1182,398,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001310,성채,1189,417,1189,417,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001320,성채,1188,423,1188,423,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001340,성채,1236,411,1236,411,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001350,성채,1225,423,1225,423,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001360,성채,1222,426,1222,426,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001390,성채,1179,615,1179,615,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001400,성채,1173,618,1173,618,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001420,성채,1107,623,1107,623,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001430,성채,1119,612,1119,612,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001460,성채,1100,590,1100,590,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001470,성채,1114,595,1114,595,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001480,성채,1120,596,1120,596,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001500,성채,1112,557,1112,557,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001510,성채,1113,572,1113,572,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001520,성채,1116,576,1116,576,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001540,성채,1137,532,1137,532,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001550,성채,1143,543,1143,543,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001560,성채,1146,547,1146,547,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001570,성채,1031,562,1031,562,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001600,성채,1040,584,1040,584,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001610,성채,1045,560,1045,560,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001640,성채,1056,581,1056,581,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001650,성채,1057,668,1057,668,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001660,성채,1062,670,1062,670,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001670,성채,1069,687,1069,687,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001680,성채,1071,692,1071,692,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001700,성채,1082,669,1082,669,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001710,성채,1085,684,1085,684,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001720,성채,1085,690,1085,690,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001740,성채,1112,457,1112,457,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001750,성채,1123,466,1123,466,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001760,성채,1128,470,1128,470,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001780,성채,1088,471,1088,471,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001820,성채,1075,480,1075,480,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001830,성채,1079,491,1079,491,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001840,성채,1081,497,1081,497,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001850,성채,1022,496,1022,496,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001860,성채,1025,502,1025,502,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001880,성채,1030,522,1030,522,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001890,성채,968,188,968,188,0,0,11,확인,raw11 중심 타일 대조
fortresses,40001930,성채,953,192,953,192,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002050,성채,829,205,829,205,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002090,성채,809,197,809,197,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002100,성채,806,202,806,202,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002130,성채,997,225,997,225,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002140,성채,995,231,995,231,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002150,성채,987,238,987,238,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002160,성채,983,244,983,244,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002180,성채,994,254,994,254,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002190,성채,1002,242,1002,242,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002210,성채,948,293,948,293,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002220,성채,953,298,953,298,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002230,성채,952,314,952,314,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002260,성채,894,292,894,292,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002270,성채,907,290,907,290,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002280,성채,913,292,913,292,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002290,성채,1038,251,1038,251,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002300,성채,1044,253,1044,253,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002320,성채,1047,277,1047,277,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002330,성채,1101,232,1101,232,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002350,성채,1123,230,1123,230,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002360,성채,1129,232,1129,232,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002370,성채,1100,272,1100,272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002390,성채,1116,258,1116,258,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002430,성채,1157,272,1157,272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002450,성채,1162,288,1162,288,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002470,성채,1172,272,1172,272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002480,성채,1178,270,1178,270,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002490,성채,1240,265,1240,265,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002510,성채,1257,274,1257,274,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002520,성채,1263,278,1263,278,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002530,성채,1278,226,1278,226,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002540,성채,1282,231,1282,231,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002570,성채,1208,340,1208,340,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002580,성채,1215,340,1215,340,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002600,성채,1234,329,1234,329,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002610,성채,1235,343,1235,343,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002620,성채,1230,347,1230,347,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002640,성채,1214,361,1214,361,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002660,성채,1084,332,1084,332,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002670,성채,1098,336,1098,336,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002710,성채,1103,316,1103,316,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002750,성채,1066,349,1066,349,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002790,성채,1054,370,1054,370,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002830,성채,992,331,992,331,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002840,성채,998,331,998,331,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002850,성채,959,326,959,326,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002870,성채,983,314,983,314,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002890,성채,1038,376,1038,376,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002910,성채,1049,393,1049,393,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002930,성채,1020,406,1020,406,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002950,성채,1039,415,1039,415,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002960,성채,1045,419,1045,419,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002970,성채,1008,422,1008,422,0,0,11,확인,raw11 중심 타일 대조
fortresses,40002990,성채,1028,430,1028,430,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003000,성채,1033,435,1033,435,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003010,성채,980,468,980,468,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003030,성채,998,478,998,478,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003040,성채,1003,482,1003,482,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003050,성채,913,448,913,448,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003070,성채,933,451,933,451,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003080,성채,938,454,938,454,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003090,성채,916,432,916,432,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003100,성채,921,437,921,437,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003130,성채,932,377,932,377,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003140,성채,938,376,938,376,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003170,성채,945,360,945,360,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003180,성채,951,363,951,363,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003210,성채,879,310,879,310,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003220,성채,882,315,882,315,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003250,성채,887,390,887,390,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003290,성채,913,404,913,404,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003330,성채,821,419,821,419,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003370,성채,825,436,825,436,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003410,성채,874,295,874,295,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003450,성채,807,281,807,281,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003460,성채,806,286,806,286,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003490,성채,756,272,756,272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003500,성채,762,270,762,270,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003510,성채,778,268,778,268,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003530,성채,751,252,751,252,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003540,성채,757,253,757,253,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003550,성채,774,253,774,253,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003570,성채,870,306,870,306,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003610,성채,803,337,803,337,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003640,성채,779,320,779,320,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003650,성채,770,338,770,338,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003670,성채,787,355,787,355,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003680,성채,788,361,788,361,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003690,성채,723,344,723,344,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003720,성채,705,363,705,363,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003790,성채,671,214,671,214,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003810,성채,658,230,658,230,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003830,성채,673,226,673,226,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003850,성채,669,272,669,272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003870,성채,654,258,654,258,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003890,성채,599,268,599,268,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003910,성채,614,281,614,281,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003970,성채,676,471,676,471,0,0,11,확인,raw11 중심 타일 대조
fortresses,40003990,성채,696,470,696,470,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004010,성채,785,495,785,495,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004030,성채,805,495,805,495,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004050,성채,1002,694,1002,694,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004070,성채,1022,686,1022,686,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004090,성채,1036,828,1036,828,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004150,성채,1229,909,1229,909,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004160,성채,1229,918,1229,918,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004190,성채,210,932,210,932,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004200,성채,215,937,215,937,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004230,성채,204,913,204,913,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004240,성채,202,907,202,907,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004270,성채,207,849,207,849,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004280,성채,213,852,213,852,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004290,성채,189,849,189,849,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004310,성채,208,838,208,838,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004330,성채,199,796,199,796,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004350,성채,217,803,217,803,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004370,성채,205,778,205,778,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004390,성채,220,790,220,790,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004400,성채,226,788,226,788,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004430,성채,277,782,277,782,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004440,성채,276,787,276,787,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004450,성채,291,760,291,760,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004460,성채,290,766,290,766,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004470,성채,289,779,289,779,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004480,성채,294,783,294,783,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004490,성채,300,820,300,820,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004500,성채,306,823,306,823,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004510,성채,321,829,321,829,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004530,성채,280,863,280,863,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004540,성채,286,862,286,862,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004550,성채,287,874,287,874,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004560,성채,289,879,289,879,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004570,성채,189,700,189,700,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004590,성채,198,715,198,715,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004600,성채,201,720,201,720,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004630,성채,210,710,210,710,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004700,성채,254,991,254,991,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004710,성채,249,1001,249,1001,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004720,성채,246,1006,246,1006,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004740,성채,235,995,235,995,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004750,성채,244,987,244,987,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004760,성채,245,982,245,982,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004780,성채,270,892,270,892,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004790,성채,281,889,281,889,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004800,성채,287,886,287,886,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004830,성채,313,878,313,878,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004900,성채,353,798,353,798,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004920,성채,367,810,367,810,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004930,성채,300,891,300,891,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004940,성채,306,894,306,894,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004950,성채,307,907,307,907,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004960,성채,310,912,310,912,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004970,성채,407,901,407,901,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004980,성채,403,906,403,906,0,0,11,확인,raw11 중심 타일 대조
fortresses,40004990,성채,391,912,391,912,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005000,성채,385,912,385,912,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005010,성채,411,913,411,913,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005030,성채,391,923,391,923,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005040,성채,387,928,387,928,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005050,성채,378,942,378,942,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005080,성채,400,951,400,951,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005090,성채,363,977,363,977,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005110,성채,380,980,380,980,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005150,성채,346,999,346,999,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005180,성채,331,1005,331,1005,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005200,성채,329,986,329,986,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005220,성채,503,682,503,682,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005230,성채,472,673,472,673,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005240,성채,474,683,474,683,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005260,성채,377,702,377,702,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005270,성채,371,716,371,716,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005280,성채,375,721,375,721,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005300,성채,356,704,356,704,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005320,성채,364,684,364,684,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005330,성채,426,806,426,806,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005340,성채,425,813,425,813,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005350,성채,425,827,425,827,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005360,성채,428,832,428,832,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005370,성채,440,805,440,805,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005380,성채,444,810,444,810,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005390,성채,449,820,449,820,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005400,성채,455,820,455,820,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005420,성채,466,897,466,897,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005430,성채,473,906,473,906,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005440,성채,473,912,473,912,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005460,성채,495,897,495,897,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005470,성채,490,884,490,884,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005480,성채,484,886,484,886,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005500,성채,487,790,487,790,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005510,성채,507,789,507,789,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005550,성채,561,1305,561,1305,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005580,성채,568,1288,568,1288,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005590,성채,573,1299,573,1299,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005620,성채,643,1266,643,1266,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005630,성채,643,1279,643,1279,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005660,성채,665,1257,665,1257,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005670,성채,671,1270,671,1270,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005680,성채,676,1273,676,1273,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005690,성채,712,1236,712,1236,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005710,성채,725,1251,725,1251,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005720,성채,728,1256,728,1256,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005740,성채,731,1236,731,1236,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005760,성채,744,1253,744,1253,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005780,성채,500,1239,500,1239,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005800,성채,515,1252,515,1252,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005820,성채,510,1272,510,1272,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005840,성채,498,1283,498,1283,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005880,성채,526,1280,526,1280,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005910,성채,587,1224,587,1224,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005920,성채,590,1229,590,1229,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005930,성채,598,1205,598,1205,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005950,성채,620,1209,620,1209,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005960,성채,624,1204,624,1204,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005970,성채,649,1174,649,1174,0,0,11,확인,raw11 중심 타일 대조
fortresses,40005990,성채,655,1190,655,1190,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006000,성채,656,1196,656,1196,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006010,성채,691,1184,691,1184,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006030,성채,710,1181,710,1181,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006050,성채,724,1196,724,1196,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006090,성채,791,1221,791,1221,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006110,성채,805,1234,805,1234,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006130,성채,800,1208,800,1208,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006150,성채,813,1223,813,1223,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006160,성채,816,1228,816,1228,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006170,성채,859,1209,859,1209,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006350,성채,669,1149,669,1149,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006360,성채,670,1156,670,1156,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006390,성채,667,1136,667,1136,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006400,성채,673,1136,673,1136,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006410,성채,742,1099,742,1099,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006430,성채,748,1096,748,1096,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006450,성채,758,1086,758,1086,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006490,성채,808,1019,808,1019,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006520,성채,828,1009,828,1009,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006530,성채,575,1194,575,1194,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006560,성채,550,1193,550,1193,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006570,성채,474,1176,474,1176,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006610,성채,479,1156,479,1156,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006650,성채,506,1149,506,1149,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006690,성채,530,1114,530,1114,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006700,성채,532,1120,532,1120,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006720,성채,544,1133,544,1133,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006740,성채,557,1119,557,1119,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006760,성채,569,1099,569,1099,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006770,성채,579,1104,579,1104,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006780,성채,574,1108,574,1108,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006800,성채,565,1130,565,1130,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006810,성채,679,1075,679,1075,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006820,성채,673,1078,673,1078,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006840,성채,655,1088,655,1088,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006850,성채,681,1055,681,1055,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006860,성채,674,1054,674,1054,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006880,성채,653,1045,653,1045,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006890,성채,550,1006,550,1006,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006900,성채,556,1005,556,1005,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006920,성채,581,1016,581,1016,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006930,성채,553,1018,553,1018,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006940,성채,559,1022,559,1022,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006950,성채,577,1031,577,1031,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006970,성채,721,1002,721,1002,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006980,성채,721,1011,721,1011,0,0,11,확인,raw11 중심 타일 대조
fortresses,40006990,성채,702,1003,702,1003,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007010,성채,418,1221,418,1221,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007020,성채,420,1228,420,1228,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007030,성채,422,1244,422,1244,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007050,성채,380,1279,380,1279,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007060,성채,386,1282,386,1282,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007070,성채,400,1277,400,1277,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007080,성채,406,1281,406,1281,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007090,성채,233,1281,233,1281,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007100,성채,238,1285,238,1285,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007120,성채,261,1292,261,1292,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007130,성채,242,1254,242,1254,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007140,성채,248,1256,248,1256,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007160,성채,271,1268,271,1268,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007170,성채,334,1212,334,1212,0,0,11,확인,raw11 중심 타일 대조
fortresses,40007180,성채,339,1217,339,1217,0,0,11,확인,raw11 중심 타일 대조
